UID,UID_R,Claim_No,LossDate,REPORTING_DT,As_At_Date,Payment_Type,Claim_OS,OS_S&S,Claim_OS (Net of S&S),At Fault/ Not At Fault,Location_Of_Accident,Claim_Type,Sub_Claim_Type,At Fault/ Not At Fault Mapping
AG02/11B/2024/032900-2109767,AG02/11B/2024/032900-10902004,CLM/AG02/11B/2024/09138,17-12-2024,17-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/079472-2109768,AG02/11B/2024/079472-11030507,CLM/AG02/11B/2024/09139,17-12-2024,17-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/053981-2109769,AG02/11B/2024/053981-10955703,CLM/AG02/11B/2024/09140,17-12-2024,17-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/074688-2109770,AG02/11B/2024/074688-11017099,CLM/AG02/11B/2024/09141,17-12-2024,17-12-2024,31-12-2024,Payment,701,0,701,50,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/044424-2109771,AG02/11B/2024/044424-10930598,CLM/AG02/11B/2024/09142,17-12-2024,17-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/005784-2109774,AG02/11B/2024/005784-10720203,CLM/AG02/11B/2024/09144,17-12-2024,17-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/007064-2109776,AG02/11B/2024/007064-10729825,CLM/AG02/11B/2024/09146,17-12-2024,17-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/018235-2109778,AG02/11B/2024/018235-10831434,CLM/AG02/11B/2024/09147,16-12-2024,17-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/081425-2109912,AG02/11B/2024/081425-11036704,CLM/AG02/11B/2024/09157,18-12-2024,18-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/053220-2109913,AG02/11B/2024/053220-10953701,CLM/AG02/11B/2024/09158,18-12-2024,18-12-2024,31-12-2024,Payment,701,0,701,50,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/030790-2109918,AG02/11B/2024/030790-10895754,CLM/AG02/11B/2024/09160,18-12-2024,18-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2023/083692-2109919,AG02/11B/2023/083692-10672257,CLM/AG02/11B/2024/09161,18-12-2024,18-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/025507-2109920,AG02/11B/2024/025507-10865236,CLM/AG02/11B/2024/09162,18-12-2024,18-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/015590-2109923,AG02/11B/2024/015590-10808034,CLM/AG02/11B/2024/09164,18-12-2024,18-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/003401-2109924,AG02/11B/2024/003401-10705052,CLM/AG02/11B/2024/09165,18-12-2024,18-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/002078-2109926,AG02/11B/2024/002078-10697053,CLM/AG02/11B/2024/09166,18-12-2024,18-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/037562-2109929,AG02/11B/2024/037562-10912592,CLM/AG02/11B/2024/09167,18-12-2024,18-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/043827-2109932,AG02/11B/2024/043827-10929390,CLM/AG02/11B/2024/09168,18-12-2024,18-12-2024,31-12-2024,Payment,701,0,701,25,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/015956-2109935,AG02/11B/2024/015956-10811746,CLM/AG02/11B/2024/09169,18-12-2024,18-12-2024,31-12-2024,Payment,701,0,701,25,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/078135-2109936,AG02/11B/2024/078135-11027062,CLM/AG02/11B/2024/09170,18-12-2024,18-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2023/082909-2109938,AG02/11B/2023/082909-10665900,CLM/AG02/11B/2024/09171,18-12-2024,18-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/055330-2109941,AG02/11B/2024/055330-10959512,CLM/AG02/11B/2024/09172,18-12-2024,18-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/012766-2109942,AG02/11B/2024/012766-10782893,CLM/AG02/11B/2024/09173,18-12-2024,18-12-2024,31-12-2024,Payment,701,0,701,25,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/039615-2109943,AG02/11B/2024/039615-10918524,CLM/AG02/11B/2024/09174,18-12-2024,18-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/020219-2109944,AG02/11B/2024/020219-10845132,CLM/AG02/11B/2024/09175,18-12-2024,18-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/040774-2109945,AG02/11B/2024/040774-10921894,CLM/AG02/11B/2024/09176,18-12-2024,18-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/055382-2109948,AG02/11B/2024/055382-10959752,CLM/AG02/11B/2024/09177,18-12-2024,18-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/044227-2109950,AG02/11B/2024/044227-10930265,CLM/AG02/11B/2024/09178,18-12-2024,18-12-2024,31-12-2024,Payment,701,0,701,75,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/051246-2109955,AG02/11B/2024/051246-10949148,CLM/AG02/11B/2024/09179,18-12-2024,18-12-2024,31-12-2024,Payment,701,0,701,25,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/017794-2109956,AG02/11B/2024/017794-10827714,CLM/AG02/11B/2024/09180,18-12-2024,18-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/068379-2109957,AG02/11B/2024/068379-10992150,CLM/AG02/11B/2024/09181,18-12-2024,18-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/055667-2109958,AG02/11B/2024/055667-10960471,CLM/AG02/11B/2024/09182,18-12-2024,18-12-2024,31-12-2024,Payment,701,0,701,50,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2023/083111-2109961,AG02/11B/2023/083111-10666786,CLM/AG02/11B/2024/09183,18-12-2024,18-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/066961-2109964,AG02/11B/2024/066961-10987744,CLM/AG02/11B/2024/09184,18-12-2024,18-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/036048-2109966,AG02/11B/2024/036048-10909937,CLM/AG02/11B/2024/09185,18-12-2024,18-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/069343-2109967,AG02/11B/2024/069343-10995574,CLM/AG02/11B/2024/09186,18-12-2024,18-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/082951-2109968,AG02/11B/2024/082951-11040710,CLM/AG02/11B/2024/09187,17-12-2024,18-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/011156-2109969,AG02/11B/2024/011156-10763878,CLM/AG02/11B/2024/09188,17-12-2024,18-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/036508-2110090,AG02/11B/2024/036508-10910988,CLM/AG02/11B/2024/09196,19-12-2024,19-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/009904-2110091,AG02/11B/2024/009904-10766863,CLM/AG02/11B/2024/09197,19-12-2024,19-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/056585-2110092,AG02/11B/2024/056585-10963587,CLM/AG02/11B/2024/09198,19-12-2024,19-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/039651-2110093,AG02/11B/2024/039651-10918569,CLM/AG02/11B/2024/09199,19-12-2024,19-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/080247-2110094,AG02/11B/2024/080247-11032463,CLM/AG02/11B/2024/09200,19-12-2024,19-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2023/081424-2110095,AG02/11B/2023/081424-10653453,CLM/AG02/11B/2024/09201,19-12-2024,19-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/067768-2110096,AG02/11B/2024/067768-10989909,CLM/AG02/11B/2024/09202,19-12-2024,19-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/035496-2110097,AG02/11B/2024/035496-10908596,CLM/AG02/11B/2024/09203,19-12-2024,19-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/039526-2110100,AG02/11B/2024/039526-10918382,CLM/AG02/11B/2024/09204,19-12-2024,19-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/075166-2110101,AG02/11B/2024/075166-11018184,CLM/AG02/11B/2024/09205,19-12-2024,19-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/005853-2110104,AG02/11B/2024/005853-10720374,CLM/AG02/11B/2024/09207,19-12-2024,19-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/036699-2110106,AG02/11B/2024/036699-10911282,CLM/AG02/11B/2024/09208,19-12-2024,19-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/026609-2110107,AG02/11B/2024/026609-10869137,CLM/AG02/11B/2024/09209,19-12-2024,19-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/057136-2110109,AG02/11B/2024/057136-10964559,CLM/AG02/11B/2024/09210,19-12-2024,19-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/039353-2110110,AG02/11B/2024/039353-10917983,CLM/AG02/11B/2024/09211,19-12-2024,19-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/004559-2110113,AG02/11B/2024/004559-10712996,CLM/AG02/11B/2024/09212,19-12-2024,19-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/056139-2110116,AG02/11B/2024/056139-10962620,CLM/AG02/11B/2024/09213,19-12-2024,19-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/078131-2110118,AG02/11B/2024/078131-11027056,CLM/AG02/11B/2024/09214,19-12-2024,19-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/024447-2110119,AG02/11B/2024/024447-10860736,CLM/AG02/11B/2024/09215,19-12-2024,19-12-2024,31-12-2024,Payment,701,0,701,50,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/078050-2110121,AG02/11B/2024/078050-11026873,CLM/AG02/11B/2024/09216,19-12-2024,19-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/039091-2110123,AG02/11B/2024/039091-10916695,CLM/AG02/11B/2024/09217,19-12-2024,19-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/085372-2110125,AG02/11B/2024/085372-11047389,CLM/AG02/11B/2024/09218,19-12-2024,19-12-2024,31-12-2024,Payment,701,0,701,25,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/084397-2110127,AG02/11B/2024/084397-11044690,CLM/AG02/11B/2024/09219,19-12-2024,19-12-2024,31-12-2024,Payment,701,0,701,25,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/029720-2110133,AG02/11B/2024/029720-10892597,CLM/AG02/11B/2024/09220,19-12-2024,19-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/016988-2110134,AG02/11B/2024/016988-10821443,CLM/AG02/11B/2024/09221,19-12-2024,19-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/010723-2110143,AG02/11B/2024/010723-10764698,CLM/AG02/11B/2024/09222,20-12-2024,20-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/072720-2110144,AG02/11B/2024/072720-11009416,CLM/AG02/11B/2024/09223,20-12-2024,20-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/086368-2110145,AG02/11B/2024/086368-11050287,CLM/AG02/11B/2024/09224,20-12-2024,20-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/043239-2110146,AG02/11B/2024/043239-10928503,CLM/AG02/11B/2024/09225,20-12-2024,20-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/076881-2110147,AG02/11B/2024/076881-11023701,CLM/AG02/11B/2024/09226,20-12-2024,20-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2023/084173-2110150,AG02/11B/2023/084173-10673517,CLM/AG02/11B/2024/09227,20-12-2024,20-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/087327-2110151,AG02/11B/2024/087327-11053403,CLM/AG02/11B/2024/09228,20-12-2024,20-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/082242-2110152,AG02/11B/2024/082242-11038708,CLM/AG02/11B/2024/09229,20-12-2024,20-12-2024,31-12-2024,Payment,701,0,701,25,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/061887-2110154,AG02/11B/2024/061887-10974863,CLM/AG02/11B/2024/09230,20-12-2024,20-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/074433-2110156,AG02/11B/2024/074433-11016513,CLM/AG02/11B/2024/09231,20-12-2024,20-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/085408-2110157,AG02/11B/2024/085408-11047473,CLM/AG02/11B/2024/09232,20-12-2024,20-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/063307-2110159,AG02/11B/2024/063307-10977642,CLM/AG02/11B/2024/09233,20-12-2024,20-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/037636-2110160,AG02/11B/2024/037636-10912704,CLM/AG02/11B/2024/09234,20-12-2024,20-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/076615-2110161,AG02/11B/2024/076615-11022526,CLM/AG02/11B/2024/09235,20-12-2024,20-12-2024,31-12-2024,Payment,701,0,701,75,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/069408-2110163,AG02/11B/2024/069408-10995739,CLM/AG02/11B/2024/09236,20-12-2024,20-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/032571-2110165,AG02/11B/2024/032571-10901226,CLM/AG02/11B/2024/09237,20-12-2024,20-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/027503-2110168,AG02/11B/2024/027503-10875359,CLM/AG02/11B/2024/09238,20-12-2024,20-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/026500-2110169,AG02/11B/2024/026500-10868955,CLM/AG02/11B/2024/09239,20-12-2024,20-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/034051-2110171,AG02/11B/2024/034051-10905769,CLM/AG02/11B/2024/09240,20-12-2024,20-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/001676-2110173,AG02/11B/2024/001676-10694904,CLM/AG02/11B/2024/09241,20-12-2024,20-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/001205-2110175,AG02/11B/2024/001205-10691370,CLM/AG02/11B/2024/09242,20-12-2024,20-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/036410-2110176,AG02/11B/2024/036410-10910834,CLM/AG02/11B/2024/09243,20-12-2024,20-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/079548-2110177,AG02/11B/2024/079548-11030987,CLM/AG02/11B/2024/09244,20-12-2024,20-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/016717-2110178,AG02/11B/2024/016717-10818624,CLM/AG02/11B/2024/09245,20-12-2024,20-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/060634-2110179,AG02/11B/2024/060634-10971977,CLM/AG02/11B/2024/09246,20-12-2024,20-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/012909-2110187,AG02/11B/2024/012909-10784523,CLM/AG02/11B/2024/09247,21-12-2024,21-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/036064-2110188,AG02/11B/2024/036064-10909957,CLM/AG02/11B/2024/09248,21-12-2024,21-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2023/083724-2110191,AG02/11B/2023/083724-10672320,CLM/AG02/11B/2024/09249,21-12-2024,21-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/057314-2110192,AG02/11B/2024/057314-10964844,CLM/AG02/11B/2024/09250,21-12-2024,21-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/022221-2110196,AG02/11B/2024/022221-10851262,CLM/AG02/11B/2024/09251,21-12-2024,21-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/036497-2110197,AG02/11B/2024/036497-10910976,CLM/AG02/11B/2024/09252,21-12-2024,21-12-2024,31-12-2024,Payment,701,0,701,25,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/067442-2110198,AG02/11B/2024/067442-10989080,CLM/AG02/11B/2024/09253,21-12-2024,21-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/059215-2110199,AG02/11B/2024/059215-10968480,CLM/AG02/11B/2024/09254,21-12-2024,21-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/011663-2110200,AG02/11B/2024/011663-10772175,CLM/AG02/11B/2024/09255,21-12-2024,21-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/046978-2110201,AG02/11B/2024/046978-10939656,CLM/AG02/11B/2024/09256,21-12-2024,21-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/036942-2110204,AG02/11B/2024/036942-10911681,CLM/AG02/11B/2024/09257,21-12-2024,21-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/057590-2110205,AG02/11B/2024/057590-10965391,CLM/AG02/11B/2024/09258,21-12-2024,21-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/000728-2110206,AG02/11B/2024/000728-10687399,CLM/AG02/11B/2024/09259,21-12-2024,21-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2023/085990-2110207,AG02/11B/2023/085990-10683287,CLM/AG02/11B/2024/09260,21-12-2024,21-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/063064-2110210,AG02/11B/2024/063064-10977172,CLM/AG02/11B/2024/09261,21-12-2024,21-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/022230-2110211,AG02/11B/2024/022230-10851302,CLM/AG02/11B/2024/09262,21-12-2024,21-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/081728-2110212,AG02/11B/2024/081728-11037367,CLM/AG02/11B/2024/09263,21-12-2024,21-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/006729-2110213,AG02/11B/2024/006729-10725253,CLM/AG02/11B/2024/09264,21-12-2024,21-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/031619-2110214,AG02/11B/2024/031619-10898531,CLM/AG02/11B/2024/09265,21-12-2024,21-12-2024,31-12-2024,Payment,701,0,701,75,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/081326-2110215,AG02/11B/2024/081326-11035994,CLM/AG02/11B/2024/09266,21-12-2024,21-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/051425-2110216,AG02/11B/2024/051425-10949419,CLM/AG02/11B/2024/09267,21-12-2024,21-12-2024,31-12-2024,Payment,701,0,701,50,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2023/080254-2110220,AG02/11B/2023/080254-10647957,CLM/AG02/11B/2024/09268,21-12-2024,21-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/042491-2110221,AG02/11B/2024/042491-10926445,CLM/AG02/11B/2024/09269,20-12-2024,21-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/073467-2110338,AG02/11B/2024/073467-11012765,CLM/AG02/11B/2024/09277,22-12-2024,22-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/051137-2110339,AG02/11B/2024/051137-10948998,CLM/AG02/11B/2024/09278,22-12-2024,22-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/053417-2110340,AG02/11B/2024/053417-10953982,CLM/AG02/11B/2024/09279,22-12-2024,22-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/056306-2110341,AG02/11B/2024/056306-10962990,CLM/AG02/11B/2024/09280,22-12-2024,22-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/065828-2110342,AG02/11B/2024/065828-10984143,CLM/AG02/11B/2024/09281,22-12-2024,22-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/006233-2110344,AG02/11B/2024/006233-10723115,CLM/AG02/11B/2024/09282,22-12-2024,22-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/036545-2110348,AG02/11B/2024/036545-10911103,CLM/AG02/11B/2024/09283,22-12-2024,22-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/003413-2110349,AG02/11B/2024/003413-10705088,CLM/AG02/11B/2024/09284,22-12-2024,22-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/014207-2110350,AG02/11B/2024/014207-10791189,CLM/AG02/11B/2024/09285,22-12-2024,22-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/027311-2110351,AG02/11B/2024/027311-10872171,CLM/AG02/11B/2024/09286,22-12-2024,22-12-2024,31-12-2024,Payment,701,0,701,50,RIYADH,TP,Third Party Property Damage,Yes
AG02/11B/2024/076162-2110352,AG02/11B/2024/076162-11021319,CLM/AG02/11B/2024/09287,22-12-2024,22-12-2024,31-12-2024,Payment,701,0,701,100,RIYADH,TP,Third Party Property Damage,Yes
